0 0 0 0.5 0.57735 1 1 1.5 0.57735 2 2 2.5 0.57735 3 3 3.5 0.57735 4 4 4.5 0.57735 5 5 5.5 0.57735 6 6 6.5 0.57735 7 7 7.5 0.57735 8 8 8.5 0.57735 9 9 9.5 0.57735 10 10 1 1.44338 11 11 2 1.44338 12 12 3 1.44338 13 13 4 1.44338 14 14 5 1.44338 15 15 6 1.44338 16 16 7 1.44338 17 17 8 1.44338 18 18 9 1.44338 19 19 10 1.44338 20 20 0.5 2.3094 21 21 1.5 2.3094 22 22 2.5 2.3094 23 23 3.5 2.3094 24 24 4.5 2.3094 25 25 5.5 2.3094 26 26 6.5 2.3094 27 27 7.5 2.3094 28 28 8.5 2.3094 29 29 9.5 2.3094 30 30 1 3.17543 31 31 2 3.17543 32 32 3 3.17543 33 33 4 3.17543 34 34 5 3.17543 35 35 6 3.17543 36 36 7 3.17543 37 37 8 3.17543 38 38 9 3.17543 39 39 10 3.17543 40 40 0.5 4.04145 41 41 1.5 4.04145 42 42 2.5 4.04145 43 43 3.5 4.04145 44 44 4.5 4.04145 45 45 5.5 4.04145 46 46 6.5 4.04145 47 47 7.5 4.04145 48 48 8.5 4.04145 49 49 9.5 4.04145 50 50 1 4.90748 51 51 2 4.90748 52 52 3 4.90748 53 53 4 4.90748 54 54 5 4.90748 55 55 6 4.90748 56 56 7 4.90748 57 57 8 4.90748 58 58 9 4.90748 59 59 10 4.90748 60 60 0.5 5.7735 61 61 1.5 5.7735 62 62 2.5 5.7735 63 63 3.5 5.7735 64 64 4.5 5.7735 65 65 5.5 5.7735 66 66 6.5 5.7735 67 67 7.5 5.7735 68 68 8.5 5.7735 69 69 9.5 5.7735 70 70 1 6.63953 71 71 2 6.63953 72 72 3 6.63953 73 73 4 6.63953 74 74 5 6.63953 75 75 6 6.63953 76 76 7 6.63953 77 77 8 6.63953 78 78 9 6.63953 79 79 10 6.63953 80 80 0.5 7.50555 81 81 1.5 7.50555 82 82 2.5 7.50555 83 83 3.5 7.50555 84 84 4.5 7.50555 85 85 5.5 7.50555 86 86 6.5 7.50555 87 87 7.5 7.50555 88 88 8.5 7.50555 89 89 9.5 7.50555 90 90 1 8.37158 91 91 2 8.37158 92 92 3 8.37158 93 93 4 8.37158 94 94 5 8.37158 95 95 6 8.37158 96 96 7 8.37158 97 97 8 8.37158 98 98 9 8.37158 99 99 10 8.37158
0.1 0 0 1.10054 0.930872 1 1 1.76902 0.961591 2 2 2.34335 0.310482 3 3 3.63751 0.289549 4 4 4.43913 0.750528 5 5 5.39207 0.297452 6 6 6.71237 0.409386 7 7 7.68261 0.861053 8 8 8.41911 0.241583 9 9 8.9811 0.913637 10 10 0.423319 1.92777 11 11 2.23251 1.44295 12 12 3.05921 1.42419 13 13 3.83999 1.36127 14 14 4.95018 1.35373 15 15 5.72191 1.28253 16 16 6.70578 1.27454 17 17 8.08849 1.51873 18 18 9.00113 1.67312 19 19 9.98255 1.45679 20 20 0.774313 2.42671 21 21 1.40242 2.14549 22 22 2.46632 2.32494 23 23 3.62525 2.39522 24 24 4.55085 2.32225 25 25 5.47593 2.38103 26 26 6.3821 2.20065 27 27 7.44627 2.07699 28 28 8.32551 2.63254 29 29 9.45118 2.28815 30 30 1.10037 3.10827 31 31 2.02538 3.22904 32 32 3.10801 3.07677 33 33 4.23617 3.35003 34 34 5.08523 3.38378 35 35 6.08762 3.17204 36 36 7.15954 2.88437 37 37 8.09207 3.41514 38 38 9.21688 3.06318 39 39 10.0954 3.10444 40 40 0.642459 3.61455 41 41 1.32311 4.29682 42 42 2.4099 4.06245 43 43 3.37661 3.8388 44 44 4.50441 4.24108 45 45 5.5384 4.20733 46 46 6.63454 3.89573 47 47 7.52731 4.06274 48 48 8.6478 4.07733 49 49 9.63054 4.08247 50 50 0.466612 4.51465 51 51 1.7697 5.01272 52 52 2.8907 4.83891 53 53 3.86673 4.82354 54 54 4.92152 5.15631 55 55 6.07849 4.82037 56 56 7.07003 4.90018 57 57 7.98617 4.97654 58 58 8.79258 4.92915 59 59 10.0282 4.98919 60 60 0.496132 5.73332 61 61 1.39448 5.85564 62 62 2.4855 5.73179 63 63 3.45236 5.72167 64 64 4.52385 5.8206 65 65 5.70956 5.7724 66 66 6.57682 5.7223 67 67 7.58762 5.69714 68 68 8.6273 6.04154 69 69 9.36365 5.49618 70 70 0.732611 6.69261 71 71 2.1484 6.54162 72 72 2.98273 6.62017 73 73 4.06944 6.67946 74 74 4.93883 6.68684 75 75 6.05268 6.67832 76 76 6.96825 6.61981 77 77 7.82417 6.61882 78 78 9.23123 6.66405 79 79 10.054 6.3841 80 80 0.854252 7.38027 81 81 1.57072 7.32067 82 82 2.41627 7.64693 83 83 3.29807 7.3075 84 84 4.26117 7.68372 85 85 5.66222 7.38306 86 86 6.54534 7.73215 87 87 7.48466 7.71047 88 88 8.34537 7.26057 89 89 9.57128 7.43752 90 90 0.948742 8.20019 91 91 2.03541 8.47726 92 92 3.14309 8.41024 93 93 4.2264 8.53068 94 94 5.13756 8.00563 95 95 5.78518 8.60352 96 96 6.98383 8.58994 97 97 8.07385 8.46584 98 98 8.8922 8.33866 99 99 9.79814 8.19913
0.2 0 0 1.11929 1.12442 1 1 1.85851 1.04422 2 2 2.29293 0.296279 3 3 3.65605 0.172876 4 4 4.37597 0.683696 5 5 5.37747 0.209958 6 6 6.70053 0.354409 7 7 7.6616 0.909598 8 8 8.32201 0.261694 9 9 8.82792 0.946341 10 10 0.316615 2.24867 11 11 2.40598 1.40038 12 12 3.13168 1.42292 13 13 3.81523 1.32804 14 14 4.84913 1.30938 15 15 5.59297 1.19899 16 16 6.59886 1.16541 17 17 8.14817 1.66378 18 18 9.02975 1.75183 19 19 9.93704 1.46188 20 20 0.779993 2.37302 21 21 1.45006 2.13236 22 22 2.50279 2.38251 23 23 3.76464 2.42919 24 24 4.63691 2.37519 25 25 5.46836 2.39431 26 26 6.30033 2.10036 27 27 7.38092 1.93038 28 28 8.26476 2.80438 29 29 9.45334 2.30242 30 30 1.1653 3.03193 31 31 2.02431 3.32649 32 32 3.19606 3.03013 33 33 4.33702 3.47933 34 34 5.18105 3.52902 35 35 6.12942 3.12342 36 36 7.18851 2.69862 37 37 8.15233 3.5197 38 38 9.28537 3.04269 39 39 10.1652 3.11492 40 40 0.769104 3.59226 41 41 1.14742 4.3951 42 42 2.33331 4.08851 43 43 3.36395 3.75728 44 44 4.5016 4.36912 45 45 5.5727 4.31017 46 46 6.66077 3.78273 47 47 7.51125 3.98414 48 48 8.81662 4.12228 49 49 9.74748 4.11278 50 50 0.257419 4.33162 51 51 1.59149 5.0865 52 52 2.80666 4.75749 53 53 3.78654 4.75515 54 54 4.83877 5.29842 55 55 6.11253 4.81078 56 56 7.065 4.86723 57 57 7.87865 4.88558 58 58 8.55421 5.09097 59 59 10.0869 5.00548 60 60 0.424781 5.63317 61 61 1.36372 5.93937 62 62 2.4554 5.62913 63 63 3.48447 5.6167 64 64 4.53595 5.96177 65 65 5.73928 5.76065 66 66 6.62608 5.70343 67 67 7.6879 5.723 68 68 8.7881 6.22639 69 69 9.26975 5.30899 70 70 0.653076 6.65841 71 71 2.22264 6.52656 72 72 3.05292 6.47248 73 73 4.06237 6.78512 74 74 4.90076 6.80323 75 75 6.11932 6.65328 76 76 6.96482 6.673 77 77 7.75788 6.61207 78 78 9.37384 6.65178 79 79 10.1117 6.24655 80 80 0.923727 7.32576 81 81 1.63527 7.24424 82 82 2.4413 7.71254 83 83 3.18623 7.21416 84 84 4.17325 7.79225 85 85 5.75912 7.27032 86 86 6.49494 7.91972 87 87 7.46616 7.82218 88 88 8.24073 7.18723 89 89 9.56029 7.38802 90 90 0.998162 8.13866 91 91 2.10357 8.50388 92 92 3.22626 8.39926 93 93 4.36112 8.56518 94 94 5.29479 7.86545 95 95 5.68468 8.69569 96 96 6.97439 8.71555 97 97 8.07174 8.50433 98 98 8.8101 8.28948 99 99 9.69768 8.12451
0.3 0 0 1.12108 1.18344 1 1 1.90371 1.08599 2 2 2.33333 0.286063 3 3 3.65225 0.103767 4 4 4.33276 0.611756 5 5 5.40383 0.194751 6 6 6.73298 0.291932 7 7 7.64116 0.936699 8 8 8.25904 0.277251 9 9 8.74403 0.982833 10 10 0.27646 2.51511 11 11 2.49713 1.36303 12 12 3.17449 1.47696 13 13 3.78084 1.28562 14 14 4.73358 1.28432 15 15 5.45317 1.21773 16 16 6.48425 1.06391 17 17 8.16013 1.77905 18 18 9.02825 1.78929 19 19 9.89653 1.46374 20 20 0.810937 2.36651 21 21 1.51695 2.13057 22 22 2.53258 2.4077 23 23 3.97099 2.43469 24 24 4.76232 2.4366 25 25 5.5026 2.44151 26 26 6.25887 1.98789 27 27 7.33274 1.85082 28 28 8.23571 2.88541 29 29 9.44058 2.32128 30 30 1.14359 2.99319 31 31 2.10805 3.29172 32 32 3.34765 2.92704 33 33 4.31552 3.62859 34 34 5.25776 3.63932 35 35 6.15314 3.05065 36 36 7.17945 2.60117 37 37 8.21365 3.5791 38 38 9.32059 3.05634 39 39 10.217 3.09807 40 40 1.03908 3.71473 41 41 0.929764 4.52369 42 42 2.16725 4.15286 43 43 3.26588 3.66155 44 44 4.60522 4.50039 45 45 5.5562 4.47333 46 46 6.63744 3.68496 47 47 7.50794 3.91411 48 48 8.91019 4.13766 49 49 9.83026 4.11885 50 50 0.134068 4.1644 51 51 1.51123 5.17165 52 52 2.73905 4.67745 53 53 3.74594 4.64168 54 54 4.72277 5.44398 55 55 6.2133 4.76928 56 56 7.06518 4.8345 57 57 7.82248 4.83447 58 58 8.45168 5.19601 59 59 10.1117 5.0087 60 60 0.349851 5.56365 61 61 1.34234 6.00593 62 62 2.42641 5.56761 63 63 3.47077 5.47065 64 64 4.49689 6.10626 65 65 5.68336 5.65093 66 66 6.65804 5.71423 67 67 7.70018 5.77285 68 68 8.9455 6.21348 69 69 9.1633 5.19585 70 70 0.595312 6.6323 71 71 2.27764 6.52567 72 72 3.17768 6.28907 73 73 4.03446 6.94694 74 74 4.88996 6.954 75 75 6.0506 6.49992 76 76 6.93116 6.77952 77 77 7.73954 6.62946 78 78 9.43831 6.68231 79 79 10.1227 6.11223 80 80 0.973192 7.28663 81 81 1.68171 7.21291 82 82 2.48352 7.73793 83 83 3.08583 7.11295 84 84 4.13953 7.86423 85 85 5.95426 7.24337 86 86 6.45927 8.08316 87 87 7.4483 7.89162 88 88 8.19626 7.15496 89 89 9.55968 7.3511 90 90 1.03615 8.09171 91 91 2.16544 8.51425 92 92 3.284 8.39436 93 93 4.44115 8.58747 94 94 5.41948 7.77967 95 95 5.61166 8.73407 96 96 6.96333 8.81738 97 97 8.06017 8.52699 98 98 8.75584 8.25516 99 99 9.6304 8.08315
0.4 0 0 1.16802 1.25569 1 1 1.92838 1.10786 2 2 2.21559 0.315536 3 3 3.6548 0.0536606 4 4 4.30191 0.56632 5 5 5.38387 0.16485 6 6 6.73759 0.247568 7 7 7.65525 0.932021 8 8 8.22643 0.289798 9 9 8.68582 1.03433 10 10 0.313601 2.45852 11 11 2.54276 1.33844 12 12 3.19017 1.49415 13 13 3.74973 1.25624 14 14 4.66233 1.27041 15 15 5.36269 1.21318 16 16 6.38467 0.975152 17 17 8.14345 1.945 18 18 8.99372 1.83335 19 19 9.84865 1.46207 20 20 0.837062 2.3874 21 21 1.55508 2.13546 22 22 2.60217 2.45597 23 23 4.09995 2.45616 24 24 4.85183 2.49036 25 25 5.53736 2.46892 26 26 6.22792 1.89983 27 27 7.2153 1.68138 28 28 8.13641 3.0209 29 29 9.41697 2.33974 30 30 1.13975 3.01028 31 31 2.1398 3.28142 32 32 3.51427 2.87644 33 33 4.30592 3.74299 34 34 5.26257 3.71179 35 35 6.17648 3.01248 36 36 7.28485 2.48537 37 37 8.31673 3.73271 38 38 9.34021 3.06336 39 39 10.249 3.07934 40 40 1.17055 3.77686 41 41 0.823351 4.54598 42 42 2.13228 4.17932 43 43 3.26003 3.56629 44 44 4.64471 4.62256 45 45 5.54808 4.54057 46 46 6.62433 3.59862 47 47 7.41248 3.80644 48 48 9.00773 4.1606 49 49 9.89076 4.12197 50 50 0.100371 4.09267 51 51 1.4144 5.20551 52 52 2.69501 4.62083 53 53 3.72763 4.59237 54 54 4.67423 5.61768 55 55 6.28482 4.71111 56 56 7.07696 4.81313 57 57 7.83952 4.78946 58 58 8.40276 5.3636 59 59 10.1199 4.98636 60 60 0.281663 5.52714 61 61 1.32272 6.04785 62 62 2.38358 5.51079 63 63 3.46625 5.3749 64 64 4.49815 6.26534 65 65 5.67181 5.54715 66 66 6.6484 5.73413 67 67 7.60174 5.78155 68 68 9.08483 6.18467 69 69 9.07185 5.17938 70 70 0.543353 6.6149 71 71 2.30333 6.45966 72 72 3.23411 6.17069 73 73 3.98964 7.05178 74 74 4.86422 7.12248 75 75 5.94994 6.40415 76 76 6.92996 6.80991 77 77 7.80122 6.60925 78 78 9.48434 6.71226 79 79 10.1431 6.01704 80 80 1.01458 7.24998 81 81 1.72763 7.2008 82 82 2.52277 7.72753 83 83 3.0502 7.01076 84 84 4.12728 7.92471 85 85 6.06494 7.20356 86 86 6.43804 8.16292 87 87 7.41362 7.93008 88 88 8.17946 7.13826 89 89 9.55201 7.33391 90 90 1.0671 8.04537 91 91 2.2197 8.51021 92 92 3.31745 8.39478 93 93 4.50023 8.61325 94 94 5.5333 7.72867 95 95 5.57615 8.75506 96 96 6.94341 8.88241 97 97 8.03964 8.53392 98 98 8.71002 8.23012 99 99 9.57923 8.06029
0.5 0 0 1.18298 1.28471 1 1 1.95052 1.12106 2 2 2.24582 0.314194 3 3 3.66328 0.0227953 4 4 4.34731 0.516561 5 5 5.38155 0.108894 6 6 6.73886 0.21339 7 7 7.65945 0.931506 8 8 8.20153 0.291989 9 9 8.63896 1.06191 10 10 0.324284 2.46743 11 11 2.5631 1.32793 12 12 3.2016 1.50966 13 13 3.72209 1.20723 14 14 4.56493 1.3608 15 15 5.29379 1.12604 16 16 6.31974 0.912841 17 17 8.14615 2.05704 18 18 9.01508 1.78848 19 19 9.81563 1.47081 20 20 0.863733 2.42927 21 21 1.58701 2.1554 22 22 2.64062 2.45241 23 23 4.20672 2.48397 24 24 4.92315 2.53654 25 25 5.56519 2.45784 26 26 6.20381 1.81877 27 27 7.17418 1.61244 28 28 8.09761 3.12304 29 29 9.31417 2.38691 30 30 1.12216 3.07065 31 31 2.18774 3.25743 32 32 3.61491 2.85836 33 33 4.31993 3.82119 34 34 5.27819 3.76768 35 35 6.19452 2.95476 36 36 7.31622 2.43451 37 37 8.37999 3.87103 38 38 9.3302 3.07159 39 39 10.2583 3.04279 40 40 1.27405 3.82937 41 41 0.756258 4.5548 42 42 2.12026 4.22256 43 43 3.28963 3.51874 44 44 4.66854 4.75285 45 45 5.56704 4.5619 46 46 6.5998 3.54296 47 47 7.37167 3.73151 48 48 9.11142 4.20061 49 49 9.9616 4.06909 50 50 0.103737 4.01113 51 51 1.31782 5.23163 52 52 2.72868 4.55823 53 53 3.73315 4.57161 54 54 4.57315 5.75116 55 55 6.30802 4.68643 56 56 7.07868 4.78453 57 57 7.82922 4.77148 58 58 8.3739 5.43184 59 59 10.0981 4.947 60 60 0.228197 5.50639 61 61 1.31023 6.05653 62 62 2.32162 5.44144 63 63 3.44194 5.29716 64 64 4.53283 6.41175 65 65 5.60559 5.53992 66 66 6.60994 5.73937 67 67 7.51204 5.75917 68 68 9.17481 6.17788 69 69 9.00869 5.21731 70 70 0.520351 6.59858 71 71 2.31257 6.39052 72 72 3.28682 6.08221 73 73 3.94683 7.13308 74 74 4.86601 7.23648 75 75 5.91214 6.38835 76 76 6.98064 6.84637 77 77 7.93427 6.4769 78 78 9.50516 6.73127 79 79 10.1601 5.93427 80 80 1.0294 7.22867 81 81 1.75269 7.1805 82 82 2.54657 7.7031 83 83 3.03207 6.91846 84 84 4.12735 7.9731 85 85 6.18038 7.19353 86 86 6.39248 8.24895 87 87 7.37182 7.99463 88 88 8.04598 7.17417 89 89 9.53703 7.31688 90 90 1.10629 8.01515 91 91 2.27467 8.50461 92 92 3.34368 8.38921 93 93 4.54654 8.64196 94 94 5.61825 7.68233 95 95 5.55228 8.77543 96 96 6.92647 8.94421 97 97 8.0304 8.54059 98 98 8.67322 8.19547 99 99 9.53803 8.04139
0.6 0 0 1.20192 1.32484 1 1 1.95535 1.14651 2 2 2.20095 0.335953 3 3 3.67198 -0.000596277 4 4 4.38171 0.498753 5 5 5.38094 0.0696848 6 6 6.73941 0.187862 7 7 7.65318 0.93747 8 8 8.17306 0.286577 9 9 8.59727 1.0662 10 10 0.343807 2.43082 11 11 2.5821 1.32442 12 12 3.22032 1.52561 13 13 3.69797 1.14707 14 14 4.49467 1.4459 15 15 5.23614 1.05699 16 16 6.28183 0.865036 17 17 8.14986 2.121 18 18 9.04062 1.73714 19 19 9.79569 1.48701 20 20 0.900386 2.48573 21 21 1.6059 2.17952 22 22 2.67268 2.4585 23 23 4.29225 2.51696 24 24 4.98528 2.55946 25 25 5.59243 2.42056 26 26 6.18702 1.74308 27 27 7.16149 1.58434 28 28 8.0772 3.2008 29 29 9.20242 2.42128 30 30 1.14509 3.13561 31 31 2.22326 3.25959 32 32 3.70178 2.83828 33 33 4.36044 3.88655 34 34 5.26401 3.80277 35 35 6.20943 2.90036 36 36 7.3298 2.41732 37 37 8.44063 3.92718 38 38 9.30839 3.06735 39 39 10.2554 2.99415 40 40 1.35782 3.91724 41 41 0.635232 4.54021 42 42 2.12432 4.2655 43 43 3.32185 3.4581 44 44 4.6658 4.93557 45 45 5.61549 4.50393 46 46 6.59087 3.49675 47 47 7.35069 3.69518 48 48 9.22658 4.2131 49 49 10.0496 4.0165 50 50 0.0914482 3.94574 51 51 1.22993 5.2051 52 52 2.83076 4.47939 53 53 3.75008 4.50643 54 54 4.56346 5.94706 55 55 6.32433 4.68673 56 56 7.08589 4.76449 57 57 7.90059 4.74374 58 58 8.36112 5.65312 59 59 10.0688 4.94117 60 60 0.173077 5.50215 61 61 1.28729 6.06455 62 62 2.25134 5.33058 63 63 3.53318 5.28777 64 64 4.44476 6.58477 65 65 5.51458 5.52817 66 66 6.55029 5.73964 67 67 7.43249 5.74523 68 68 9.23085 6.17581 69 69 8.86427 5.12479 70 70 0.516707 6.60646 71 71 2.27783 6.23684 72 72 3.27722 5.96873 73 73 3.78202 7.272 74 74 4.84336 7.32545 75 75 5.84796 6.38017 76 76 6.98884 6.82624 77 77 7.9941 6.45873 78 78 9.60036 6.7449 79 79 10.1222 5.82021 80 80 1.06078 7.22109 81 81 1.8108 7.1658 82 82 2.62669 7.67227 83 83 2.96324 6.75266 84 84 4.29254 8.06012 85 85 6.30343 7.18992 86 86 6.36883 8.30879 87 87 7.34156 8.02758 88 88 7.97017 7.18604 89 89 9.44926 7.32817 90 90 1.15293 7.99336 91 91 2.31085 8.48815 92 92 3.35785 8.41607 93 93 4.53103 8.73017 94 94 5.69574 7.59093 95 95 5.53442 8.76462 96 96 6.90622 8.98971 97 97 8.01192 8.54759 98 98 8.63542 8.18137 99 99 9.49981 8.04007
0.7 0 0 1.18459 1.33929 1 1 1.95938 1.16589 2 2 2.29825 0.310672 3 3 3.67708 -0.0142381 4 4 4.37878 0.49751 5 5 5.37184 0.0418784 6 6 6.73709 0.167073 7 7 7.64623 0.939466 8 8 8.1475 0.277516 9 9 8.57373 1.06336 10 10 0.330786 2.52151 11 11 2.58572 1.32604 12 12 3.20313 1.50532 13 13 3.68083 1.14313 14 14 4.46292 1.48475 15 15 5.19535 1.02425 16 16 6.2566 0.820573 17 17 8.1405 2.14226 18 18 9.04349 1.7203 19 19 9.77764 1.49356 20 20 0.923331 2.53952 21 21 1.62571 2.2131 22 22 2.69457 2.46775 23 23 4.38701 2.54875 24 24 5.03556 2.57482 25 25 5.61954 2.38533 26 26 6.17894 1.67553 27 27 7.1564 1.572 28 28 8.07362 3.25793 29 29 9.12938 2.44107 30 30 1.15679 3.20838 31 31 2.28751 3.28084 32 32 3.78107 2.78186 33 33 4.41411 3.92733 34 34 5.27718 3.84515 35 35 6.22091 2.86087 36 36 7.33043 2.41872 37 37 8.501 3.97502 38 38 9.28692 3.06495 39 39 10.2491 2.95181 40 40 1.4135 3.96807 41 41 0.572568 4.50238 42 42 2.09279 4.3197 43 43 3.39167 3.38825 44 44 4.6658 5.03592 45 45 5.63897 4.49426 46 46 6.59525 3.4735 47 47 7.35747 3.67828 48 48 9.30727 4.2241 49 49 10.1071 3.96901 50 50 0.0670392 3.90414 51 51 1.15724 5.18499 52 52 2.88877 4.38608 53 53 3.74762 4.44808 54 54 4.54062 6.0914 55 55 6.31429 4.68827 56 56 7.07188 4.74357 57 57 7.89145 4.75341 58 58 8.37001 5.72281 59 59 10.0542 4.93478 60 60 0.133552 5.49779 61 61 1.26374 6.04727 62 62 2.24132 5.25292 63 63 3.62956 5.28695 64 64 4.32518 6.72197 65 65 5.46234 5.55035 66 66 6.48855 5.72643 67 67 7.39217 5.73031 68 68 9.25698 6.16665 69 69 8.79223 5.08947 70 70 0.524964 6.61782 71 71 2.25531 6.12392 72 72 3.28009 5.89358 73 73 3.67025 7.36802 74 74 4.82436 7.40512 75 75 5.77252 6.38761 76 76 7.00052 6.76866 77 77 8.02936 6.46169 78 78 9.66786 6.7416 79 79 10.0968 5.76585 80 80 1.10096 7.21224 81 81 1.85237 7.12597 82 82 2.65399 7.62426 83 83 2.93536 6.65117 84 84 4.42118 8.12042 85 85 6.4421 7.22332 86 86 6.32488 8.32808 87 87 7.3089 8.06889 88 88 7.93814 7.19922 89 89 9.39718 7.32416 90 90 1.19998 7.97659 91 91 2.33032 8.46889 92 92 3.36408 8.48004 93 93 4.53237 8.80281 94 94 5.72464 7.44953 95 95 5.54112 8.74765 96 96 6.87226 9.02174 97 97 7.99171 8.55693 98 98 8.60668 8.17505 99 99 9.46585 8.03447
0.8 0 0 1.21336 1.39967 1 1 1.95326 1.18998 2 2 2.23881 0.353133 3 3 3.71114 -0.0466369 4 4 4.36422 0.501409 5 5 5.35796 0.0164675 6 6 6.7352 0.14688 7 7 7.64224 0.937703 8 8 8.12717 0.267573 9 9 8.56129 1.05919 10 10 0.364475 2.41744 11 11 2.57375 1.33711 12 12 3.19314 1.54301 13 13 3.63089 1.06751 14 14 4.41161 1.51206 15 15 5.16283 1.00098 16 16 6.23997 0.777636 17 17 8.12831 2.15006 18 18 9.03657 1.71676 19 19 9.7598 1.49191 20 20 0.94352 2.59215 21 21 1.64522 2.25465 22 22 2.71408 2.49248 23 23 4.52704 2.65104 24 24 5.11616 2.51412 25 25 5.66677 2.34317 26 26 6.17842 1.61389 27 27 7.15597 1.56383 28 28 8.08067 3.29914 29 29 9.07966 2.45523 30 30 1.18998 3.24807 31 31 2.36316 3.3104 32 32 3.86797 2.69843 33 33 4.41394 3.99865 34 34 5.25728 3.85749 35 35 6.24079 2.84311 36 36 7.32805 2.4228 37 37 8.55016 4.00667 38 38 9.27091 3.06341 39 39 10.2416 2.91335 40 40 1.43457 3.97855 41 41 0.529597 4.47715 42 42 2.04184 4.40086 43 43 3.4855 3.30764 44 44 4.6585 5.10714 45 45 5.63763 4.49313 46 46 6.59781 3.46424 47 47 7.36379 3.67504 48 48 9.3573 4.22782 49 49 10.1439 3.92695 50 50 0.0547189 3.86073 51 51 1.09029 5.16376 52 52 2.92255 4.26817 53 53 3.73801 4.41689 54 54 4.51767 6.19753 55 55 6.30271 4.67806 56 56 7.05837 4.73566 57 57 7.87062 4.76894 58 58 8.36691 5.77094 59 59 10.0528 4.91784 60 60 0.104615 5.49595 61 61 1.2511 6.01767 62 62 2.27068 5.20929 63 63 3.68128 5.28581 64 64 4.31196 6.82514 65 65 5.41175 5.57913 66 66 6.44878 5.69991 67 67 7.39032 5.7246 68 68 9.29986 6.11156 69 69 8.74824 5.07697 70 70 0.535072 6.62868 71 71 2.25838 6.04922 72 72 3.30758 5.86537 73 73 3.60137 7.41991 74 74 4.8472 7.53381 75 75 5.75332 6.37669 76 76 6.97971 6.62075 77 77 8.1098 6.53793 78 78 9.7102 6.72695 79 79 10.0925 5.72378 80 80 1.13439 7.20271 81 81 1.87746 7.0768 82 82 2.66326 7.58848 83 83 2.91602 6.594 84 84 4.43058 8.18992 85 85 6.57369 7.29156 86 86 6.27339 8.32531 87 87 7.27315 8.16675 88 88 7.78116 7.2802 89 89 9.31473 7.2912 90 90 1.24065 7.96301 91 91 2.34203 8.45456 92 92 3.3637 8.53425 93 93 4.53866 8.87688 94 94 5.74392 7.30005 95 95 5.54356 8.70692 96 96 6.81553 9.06212 97 97 7.98666 8.57651 98 98 8.59276 8.15502 99 99 9.43772 8.01081
0.9 0 0 1.21379 1.43467 1 1 1.94993 1.2162 2 2 2.2069 0.366881 3 3 3.67929 -0.0366516 4 4 4.34703 0.49638 5 5 5.34384 -0.00685775 6 6 6.73402 0.127114 7 7 7.64042 0.934328 8 8 8.11205 0.257803 9 9 8.55411 1.05535 10 10 0.372244 2.40883 11 11 2.5712 1.35605 12 12 3.19455 1.50086 13 13 3.64734 1.07538 14 14 4.39776 1.52737 15 15 5.12897 0.980409 16 16 6.22656 0.734418 17 17 8.11573 2.15452 18 18 9.02657 1.71772 19 19 9.74295 1.48464 20 20 0.960157 2.63268 21 21 1.67215 2.29132 22 22 2.74872 2.50753 23 23 4.6278 2.69675 24 24 5.19578 2.56636 25 25 5.71401 2.19231 26 26 6.18754 1.55423 27 27 7.1584 1.55892 28 28 8.08784 3.32938 29 29 9.04352 2.46595 30 30 1.22311 3.28065 31 31 2.40936 3.32868 32 32 3.94573 2.65135 33 33 4.41338 4.02816 34 34 5.23854 3.90924 35 35 6.2229 2.87002 36 36 7.32042 2.42873 37 37 8.58616 4.02715 38 38 9.25955 3.06242 39 39 10.2334 2.87866 40 40 1.44854 3.99546 41 41 0.498309 4.45482 42 42 2.02439 4.44387 43 43 3.55445 3.24975 44 44 4.63904 5.16382 45 45 5.62978 4.51276 46 46 6.57298 3.42748 47 47 7.33539 3.68686 48 48 9.38924 4.22764 49 49 10.1678 3.89178 50 50 0.0472758 3.82046 51 51 1.04619 5.14949 52 52 2.94575 4.20128 53 53 3.73491 4.39126 54 54 4.54244 6.32956 55 55 6.32522 4.63632 56 56 7.06687 4.76137 57 57 7.8588 4.78043 58 58 8.37588 5.80107 59 59 10.0559 4.89889 60 60 0.0843211 5.49459 61 61 1.23876 5.98952 62 62 2.31264 5.17449 63 63 3.70735 5.29942 64 64 4.23655 6.91789 65 65 5.37067 5.60576 66 66 6.42336 5.67076 67 67 7.39499 5.71769 68 68 9.31845 6.09638 69 69 8.72842 5.07866 70 70 0.548607 6.63225 71 71 2.26064 5.98584 72 72 3.33446 5.85467 73 73 3.56372 7.46167 74 74 4.89029 7.60793 75 75 5.76438 6.36294 76 76 6.96037 6.53632 77 77 8.13316 6.57928 78 78 9.73742 6.7204 79 79 10.0871 5.68974 80 80 1.16104 7.19138 81 81 1.89055 7.03342 82 82 2.66947 7.56881 83 83 2.91212 6.55327 84 84 4.4243 8.24187 85 85 6.62765 7.32006 86 86 6.24096 8.30918 87 87 7.23369 8.21756 88 88 7.70626 7.30023 89 89 9.26214 7.27881 90 90 1.27456 7.95092 91 91 2.34985 8.44419 92 92 3.36323 8.57843 93 93 4.54019 8.9416 94 94 5.73162 7.21216 95 95 5.54375 8.70392 96 96 6.76535 9.08996 97 97 7.96657 8.58565 98 98 8.56441 8.13911 99 99 9.40889 7.99806
