0	400	880
0	400	894
0.1	402	906
0.2	406	918
0.3	416	938
0.4	412	942
0.5	420	961
0.6	421	965
0.7	430	990
0.8	433	1016
0.9	432	1023
1	438	1023
1.1	447	1049
1.2	452	1082
1.3	449	1093
1.4	455	1098
1.5	451	1112
1.6	445	1120
1.7	432	1108
1.8	443	1147
1.9	445	1155
2	451	1173
2.1	452	1159
2.2	444	1167
2.3	456	1160
2.4	449	1190
2.5	448	1189
2.6	460	1206
2.7	460	1211
2.8	464	1207
2.9	459	1226
3	448	1203
3.1	440	1193
3.2	448	1226
3.3	448	1207
3.4	443	1211
3.5	446	1223
3.6	449	1224
3.7	450	1214
3.8	449	1229
3.9	451	1230
4	450	1229
4.1	437	1232
4.2	438	1236
4.3	440	1253
4.4	442	1251
4.5	441	1262
4.6	447	1275
4.7	452	1286
4.8	457	1281
4.9	452	1267
5	462	1283
5.1	448	1269
5.2	457	1278
5.3	455	1291
5.4	462	1287
5.5	469	1279
5.6	465	1274
5.7	476	1268
5.8	475	1275
5.9	483	1297
6	478	1301
6.1	480	1295
6.2	476	1287
6.3	468	1261
6.4	488	1281
6.5	495	1290
6.6	487	1278
6.7	493	1296
6.8	489	1292
6.9	494	1310
7	495	1316
7.1	495	1301
7.2	493	1316
7.3	488	1302
7.4	487	1302
7.5	490	1312
7.6	489	1312
7.7	490	1334
7.8	485	1325
7.9	484	1324
8	482	1329
8.1	481	1327
8.2	474	1325
8.3	486	1347
8.4	478	1341
8.5	486	1347
8.6	485	1340
8.7	491	1337
8.8	498	1342
8.9	487	1339
9	484	1340
9.1	477	1311
9.2	482	1329
9.3	481	1316
9.4	486	1310
9.5	489	1320
9.6	487	1319
9.7	495	1309
9.8	493	1316
9.9	490	1320
10	493	1335
10.1	493	1340
10.2	494	1352
10.3	493	1368
10.4	490	1374
10.5	483	1366
10.6	484	1358
10.7	473	1350
10.8	467	1341
10.9	490	1349
11	491	1349
11.1	477	1341
11.2	484	1350
11.3	480	1366
11.4	469	1359
11.5	469	1364
11.6	455	1359
11.7	463	1360
11.8	452	1366
11.9	457	1362
12	467	1347
12.1	461	1343
12.2	463	1358
12.3	469	1364
12.4	470	1355
12.5	467	1352
12.6	459	1349
12.7	460	1355
12.8	466	1378
12.9	468	1377
13	470	1379
13.1	460	1366
13.2	460	1363
13.3	466	1378
13.4	462	1388
13.5	463	1399
13.6	462	1380
13.7	469	1387
13.8	477	1402
13.9	476	1405
14	478	1363
14.1	471	1378
14.2	464	1391
14.3	453	1361
14.4	454	1370
14.5	458	1377
14.6	460	1390
14.7	473	1393
14.8	463	1361
14.9	463	1349
15	467	1370
15.1	470	1354
15.2	460	1337
15.3	451	1369
15.4	445	1381
15.5	443	1387
15.6	433	1371
15.7	431	1372
15.8	435	1383
15.9	443	1392
16	452	1393
16.1	457	1388
16.2	463	1387
16.3	443	1380
16.4	440	1376
16.5	440	1360
16.6	442	1374
16.7	426	1378
16.8	430	1383
16.9	438	1371
17	431	1353
17.1	436	1381
17.2	439	1368
17.3	449	1368
17.4	441	1379
17.5	442	1379
17.6	440	1352
17.7	450	1367
17.8	452	1374
17.9	449	1373
18	451	1365
18.1	442	1373
18.2	440	1347
18.3	450	1355
18.4	443	1350
18.5	437	1361
18.6	435	1351
18.7	433	1349
18.8	441	1357
18.9	443	1347
19	435	1365
19.1	431	1372
19.2	436	1369
19.3	446	1369
19.4	452	1376
19.5	449	1373
19.6	452	1376
19.7	458	1374
19.8	452	1374
19.9	455	1378
20	462	1380
20.1	454	1394
20.2	458	1377
20.3	465	1381
20.4	458	1379
20.5	458	1396
20.6	454	1404
20.7	446	1391
20.8	447	1367
20.9	445	1363
21	445	1354
21.1	437	1360
21.2	444	1363
21.3	443	1342
21.4	448	1354
21.5	450	1362
21.6	449	1380
21.7	448	1373
21.8	450	1358
21.9	444	1359
22	446	1354
22.1	450	1350
22.2	449	1365
22.3	444	1358
22.4	433	1355
22.5	423	1340
22.6	424	1338
22.7	433	1375
22.8	425	1373
22.9	435	1389
23	426	1364
23.1	414	1365
23.2	420	1357
23.3	417	1371
23.4	419	1384
23.5	423	1404
23.6	420	1391
23.7	423	1402
23.8	424	1388
23.9	427	1374
24	412	1376
24.1	417	1361
24.2	423	1350
24.3	422	1372
24.4	422	1368
24.5	423	1348
24.6	424	1342
24.7	420	1347
24.8	435	1358
24.9	420	1360
25	423	1359
25.1	417	1354
25.2	410	1353
25.3	409	1333
25.4	419	1356
25.5	432	1364
25.6	430	1382
25.7	439	1376
25.8	427	1348
25.9	426	1343
26	420	1344
26.1	417	1350
26.2	413	1333
26.3	409	1343
26.4	421	1334
26.5	425	1349
26.6	430	1348
26.7	425	1356
26.8	425	1380
26.9	434	1376
27	437	1390
27.1	427	1391
27.2	426	1378
27.3	421	1374
27.4	428	1372
27.5	428	1371
27.6	412	1354
27.7	407	1344
27.8	413	1352
27.9	410	1369
28	407	1367
28.1	416	1360
28.2	420	1369
28.3	413	1371
28.4	419	1366
28.5	407	1373
28.6	399	1381
28.7	398	1381
28.8	397	1376
28.9	401	1362
29	395	1365
29.1	405	1361
29.2	405	1374
29.3	407	1382
29.4	410	1377
29.5	411	1372
29.6	398	1354
29.7	396	1369
29.8	398	1357
29.9	395	1349
30	391	1342
30.1	389	1345
30.2	391	1332
30.3	398	1330
30.4	394	1320
30.5	396	1329
30.6	387	1306
30.7	381	1306
30.8	380	1302
30.9	377	1314
31	373	1315
31.1	375	1317
31.2	390	1313
31.3	381	1322
31.4	381	1329
31.5	378	1310
31.6	381	1326
31.7	373	1307
31.8	373	1310
31.9	378	1306
32	377	1299
32.1	379	1308
32.2	374	1315
32.3	378	1327
32.4	383	1330
32.5	386	1321
32.6	386	1328
32.7	388	1328
32.8	380	1325
32.9	388	1333
33	395	1354
33.1	401	1371
33.2	394	1367
33.3	387	1351
33.4	389	1355
33.5	386	1330
33.6	381	1327
33.7	378	1321
33.8	383	1343
33.9	377	1344
34	374	1351
34.1	379	1338
34.2	379	1340
34.3	374	1332
34.4	378	1330
34.5	375	1325
34.6	374	1332
34.7	377	1349
34.8	376	1335
34.9	376	1343
35	380	1338
35.1	378	1332
35.2	375	1347
35.3	380	1327
35.4	378	1327
35.5	391	1325
35.6	389	1318
35.7	393	1337
35.8	389	1348
35.9	380	1339
36	384	1347
36.1	384	1368
36.2	378	1369
36.3	381	1359
36.4	375	1373
36.5	376	1361
36.6	381	1361
36.7	384	1372
36.8	384	1388
36.9	390	1386
37	387	1398
37.1	398	1399
37.2	411	1390
37.3	413	1389
37.4	409	1376
37.5	420	1397
37.6	408	1415
37.7	403	1378
37.8	404	1388
37.9	398	1386
38	393	1385
38.1	396	1373
38.2	391	1344
38.3	389	1357
38.4	386	1358
38.5	384	1356
38.6	391	1344
38.7	380	1337
38.8	384	1345
38.9	391	1348
39	391	1354
39.1	389	1349
39.2	388	1333
39.3	392	1348
39.4	387	1345
39.5	389	1361
39.6	391	1338
39.7	393	1350
39.8	381	1346
39.9	382	1347
40	378	1332
40.1	386	1329
40.2	381	1329
40.3	386	1363
40.4	391	1374
40.5	396	1370
40.6	402	1366
40.7	404	1368
40.8	398	1376
40.9	392	1383
41	398	1384
41.1	402	1395
41.2	406	1398
41.3	403	1400
41.4	408	1397
41.5	419	1418
41.6	410	1421
41.7	417	1416
41.8	422	1423
41.9	414	1403
42	427	1397
42.1	431	1399
42.2	432	1394
42.3	426	1371
42.4	418	1376
42.5	418	1353
42.6	415	1353
42.7	413	1348
42.8	410	1358
42.9	403	1345
43	402	1349
43.1	408	1369
43.2	409	1346
43.3	401	1342
43.4	402	1336
43.5	403	1341
43.6	399	1344
43.7	411	1361
43.8	401	1360
43.9	407	1353
44	408	1337
44.1	402	1339
44.2	409	1328
44.3	419	1340
44.4	400	1329
44.5	403	1362
44.6	403	1356
44.7	409	1341
44.8	412	1326
44.9	421	1323
45	412	1315
45.1	430	1343
45.2	437	1337
45.3	433	1326
45.4	430	1322
45.5	433	1310
45.6	430	1295
45.7	436	1299
45.8	423	1316
45.9	427	1323
46	432	1336
46.1	435	1332
46.2	435	1336
46.3	446	1378
46.4	453	1378
46.5	458	1392
46.6	459	1380
46.7	437	1370
46.8	432	1361
46.9	428	1358
47	423	1342
47.1	416	1339
47.2	413	1339
47.3	409	1334
47.4	402	1333
47.5	414	1341
47.6	410	1363
47.7	412	1349
47.8	412	1348
47.9	409	1346
48	413	1355
48.1	422	1369
48.2	423	1367
48.3	421	1361
48.4	415	1384
48.5	415	1376
48.6	426	1373
48.7	430	1382
48.8	438	1413
48.9	433	1411
49	432	1391
49.1	425	1391
49.2	422	1391
49.3	424	1372
49.4	424	1357
49.5	425	1360
49.6	423	1338
49.7	425	1343
49.8	419	1353
49.9	409	1343
50	408	1350
50.1	409	1356
50.2	407	1339
50.3	407	1350
